time,x,y,w,h,area
2026-02-03 20:54:48,0,0,640,480,300136.5
2026-02-03 20:54:48,0,0,640,480,298245.5
2026-02-03 20:54:48,0,0,640,480,297645.5
2026-02-03 20:54:48,0,0,640,480,292022.0
2026-02-03 20:54:48,0,0,640,480,294757.5
2026-02-03 20:54:48,0,0,640,480,288550.5
2026-02-03 20:54:48,0,0,640,480,272858.5
2026-02-03 20:54:48,0,0,640,480,295687.0
2026-02-03 20:54:48,0,0,640,480,291085.0
2026-02-03 20:54:48,0,0,640,480,255295.0
2026-02-03 20:54:48,71,0,107,53,2768.5
2026-02-03 20:54:48,0,0,640,480,255835.5
2026-02-03 20:54:48,71,0,107,53,2884.5
2026-02-03 20:54:48,0,0,640,480,261567.0
2026-02-03 20:54:48,0,0,640,480,247951.5
2026-02-03 20:54:48,54,0,124,68,3555.5
2026-02-03 20:54:48,0,0,640,480,221751.5
2026-02-03 20:54:48,71,0,107,43,2214.0
2026-02-03 20:54:48,0,0,640,480,218510.0
2026-02-03 20:54:48,70,0,108,43,2461.5
2026-02-03 20:54:48,0,98,124,249,15901.0
2026-02-03 20:54:48,0,0,640,480,208760.0
2026-02-03 20:54:48,70,0,108,44,2320.5
2026-02-03 20:54:49,0,110,120,237,14501.0
2026-02-03 20:54:49,0,0,640,480,204324.0
2026-02-03 20:54:49,70,0,108,56,2301.5
2026-02-03 20:54:49,0,110,122,233,13565.0
2026-02-03 20:54:49,0,0,640,480,205329.0
2026-02-03 20:54:49,76,0,98,34,1048.0
2026-02-03 20:54:49,0,110,115,233,12834.5
2026-02-03 20:54:49,0,0,640,480,214970.5
2026-02-03 20:54:49,76,0,98,34,1229.5
2026-02-03 20:54:49,0,111,115,232,12425.0
2026-02-03 20:54:49,0,0,640,480,215418.5
2026-02-03 20:54:49,76,0,98,34,1224.5
2026-02-03 20:54:49,0,116,117,226,13077.0
2026-02-03 20:54:49,0,0,640,480,214881.5
2026-02-03 20:54:49,76,0,98,34,1217.5
2026-02-03 20:54:49,586,222,54,87,2880.5
2026-02-03 20:54:49,0,0,640,480,261334.5
2026-02-03 20:54:49,586,222,54,87,2891.0
2026-02-03 20:54:49,0,0,640,480,261332.0
2026-02-03 20:54:49,586,222,54,87,2891.0
2026-02-03 20:54:49,0,0,640,480,262172.0
2026-02-03 20:54:49,0,0,640,480,272824.5
2026-02-03 20:54:49,0,0,640,480,273067.0
2026-02-03 20:54:49,0,0,640,480,274118.5
2026-02-03 20:54:49,0,0,640,480,261593.0
2026-02-03 20:54:49,0,0,640,480,261204.0
2026-02-03 20:54:49,0,0,640,480,261725.5
2026-02-03 20:54:49,0,0,640,480,283120.0
2026-02-03 20:54:49,0,0,640,480,283121.0
2026-02-03 20:54:49,0,0,640,480,283139.5
2026-02-03 20:54:49,604,124,36,43,1127.0
2026-02-03 20:54:49,0,0,640,480,264950.0
2026-02-03 20:54:49,604,124,36,43,1127.0
2026-02-03 20:54:49,0,0,640,480,265284.5
2026-02-03 20:54:49,604,124,36,43,1127.0
2026-02-03 20:54:49,0,0,640,480,264759.5
2026-02-03 20:54:49,0,0,640,480,280368.0
2026-02-03 20:54:49,0,0,640,480,279530.5
2026-02-03 20:54:49,0,0,640,480,278884.5
2026-02-03 20:54:49,0,0,640,480,274961.5
2026-02-03 20:54:49,0,0,640,480,270670.5
2026-02-03 20:54:49,0,0,640,480,270060.0
2026-02-03 20:54:49,0,0,640,480,276153.0
2026-02-03 20:54:49,0,0,640,480,276103.0
2026-02-03 20:54:49,0,0,640,480,275342.5
2026-02-03 20:54:50,0,0,640,480,274505.0
2026-02-03 20:54:50,0,0,640,480,277812.0
2026-02-03 20:54:50,0,0,640,480,274389.0
2026-02-03 20:54:50,0,0,640,480,248262.0
2026-02-03 20:54:50,0,0,640,480,248245.0
2026-02-03 20:54:50,0,0,640,480,248483.0
2026-02-03 20:54:50,161,420,50,50,957.0
2026-02-03 20:54:50,0,0,640,480,242409.0
2026-02-03 20:54:50,161,420,50,50,874.0
2026-02-03 20:54:50,0,0,640,480,242752.5
2026-02-03 20:54:50,0,0,640,480,242703.5
2026-02-03 20:54:50,342,367,258,113,21901.0
2026-02-03 20:54:50,90,365,73,40,995.0
2026-02-03 20:54:50,0,0,640,480,191444.5
2026-02-03 20:54:50,341,367,259,113,21916.0
2026-02-03 20:54:50,90,366,73,39,990.0
2026-02-03 20:54:50,0,0,640,480,191131.5
2026-02-03 20:54:50,341,367,259,113,21922.0
2026-02-03 20:54:50,90,366,73,39,990.0
2026-02-03 20:54:50,0,0,640,480,191295.5
2026-02-03 20:54:50,86,348,89,53,1492.0
2026-02-03 20:54:50,155,339,55,120,2088.5
2026-02-03 20:54:50,0,0,640,480,195728.0
2026-02-03 20:54:50,86,348,89,53,1485.5
2026-02-03 20:54:50,161,339,49,120,1894.0
2026-02-03 20:54:50,0,0,640,480,195760.0
2026-02-03 20:54:50,86,348,89,53,1307.0
2026-02-03 20:54:50,203,346,68,42,813.0
2026-02-03 20:54:50,0,0,640,480,195932.5
2026-02-03 20:54:50,106,343,69,54,1058.5
2026-02-03 20:54:50,227,302,70,82,1668.5
2026-02-03 20:54:50,0,0,640,480,200821.5
2026-02-03 20:54:50,106,343,66,54,997.5
2026-02-03 20:54:50,241,309,56,46,999.0
2026-02-03 20:54:50,0,0,640,480,200794.0
2026-02-03 20:54:50,106,343,66,56,991.0
2026-02-03 20:54:50,239,301,58,54,1173.0
2026-02-03 20:54:50,0,0,640,480,200827.5
2026-02-03 20:54:50,220,257,118,123,4060.5
2026-02-03 20:54:50,0,0,640,459,176143.5
2026-02-03 20:54:50,228,258,110,122,3943.5
2026-02-03 20:54:50,0,0,640,459,176261.0
2026-02-03 20:54:50,220,258,118,122,3516.5
2026-02-03 20:54:50,0,0,640,459,176160.0
2026-02-03 20:54:50,236,257,101,96,3206.0
2026-02-03 20:54:50,0,0,640,450,168506.0
2026-02-03 20:54:50,254,257,78,96,2085.0
2026-02-03 20:54:50,0,0,640,450,169092.0
2026-02-03 20:54:50,254,257,83,78,2589.5
2026-02-03 20:54:50,0,0,640,450,169192.5
2026-02-03 20:54:50,0,0,640,480,200107.5
2026-02-03 20:54:50,0,0,640,480,200094.5
2026-02-03 20:54:50,0,0,640,480,200430.5
2026-02-03 20:54:50,0,0,640,480,192912.5
2026-02-03 20:54:50,0,0,640,480,193549.5
2026-02-03 20:54:50,0,0,640,480,193734.0
2026-02-03 20:54:50,164,264,476,216,38612.5
2026-02-03 20:54:50,0,163,43,47,1291.0
2026-02-03 20:54:50,0,0,640,480,139987.0
2026-02-03 20:54:51,164,264,476,216,38398.0
2026-02-03 20:54:51,0,163,43,47,1295.5
2026-02-03 20:54:51,0,0,640,480,140094.0
2026-02-03 20:54:51,164,264,476,216,38430.0
2026-02-03 20:54:51,0,163,43,47,1295.0
2026-02-03 20:54:51,0,0,640,480,140151.5
2026-02-03 20:54:51,0,22,640,458,162197.5
2026-02-03 20:54:51,0,0,640,23,9602.0
2026-02-03 20:54:51,0,22,640,458,162013.5
2026-02-03 20:54:51,0,0,640,23,9579.0
2026-02-03 20:54:51,0,22,640,458,162148.0
2026-02-03 20:54:51,0,0,640,23,9502.0
2026-02-03 20:54:51,0,171,640,309,55890.0
2026-02-03 20:54:51,48,33,592,242,96308.5
2026-02-03 20:54:51,0,0,640,29,13429.5
2026-02-03 20:54:51,0,171,640,309,55870.5
2026-02-03 20:54:51,48,33,592,242,96273.5
2026-02-03 20:54:51,0,0,640,29,13387.5
2026-02-03 20:54:51,0,171,640,309,55943.5
2026-02-03 20:54:51,48,33,592,244,96248.5
2026-02-03 20:54:51,0,0,640,29,13399.5
2026-02-03 20:54:51,0,171,640,309,56153.0
2026-02-03 20:54:51,47,39,593,248,95578.0
2026-02-03 20:54:51,0,0,640,30,13629.5
2026-02-03 20:54:51,0,171,640,309,56144.5
2026-02-03 20:54:51,47,39,593,248,95427.0
2026-02-03 20:54:51,0,0,640,30,13606.5
2026-02-03 20:54:51,0,171,640,309,56143.0
2026-02-03 20:54:51,47,39,593,248,95429.0
2026-02-03 20:54:51,0,0,640,30,13593.5
2026-02-03 20:54:51,0,168,640,312,56785.0
2026-02-03 20:54:51,48,39,592,238,94566.0
2026-02-03 20:54:51,0,0,640,27,12845.5
2026-02-03 20:54:51,0,168,640,312,56766.0
2026-02-03 20:54:51,48,39,592,238,94401.5
2026-02-03 20:54:51,0,0,640,27,12827.5
2026-02-03 20:54:51,0,168,640,312,56163.0
2026-02-03 20:54:51,48,39,592,238,94518.5
2026-02-03 20:54:51,0,0,640,27,12635.5
2026-02-03 20:54:51,156,272,484,208,35966.5
2026-02-03 20:54:51,0,28,640,452,121200.5
2026-02-03 20:54:51,0,0,640,26,11911.5
2026-02-03 20:54:51,156,272,484,208,35543.5
2026-02-03 20:54:51,0,28,640,452,121352.5
2026-02-03 20:54:51,0,0,640,26,11893.0
2026-02-03 20:54:51,156,271,484,209,35495.5
2026-02-03 20:54:51,0,28,640,452,121099.0
2026-02-03 20:54:51,0,0,640,26,11875.0
2026-02-03 20:54:51,0,164,640,316,56707.0
2026-02-03 20:54:51,51,25,589,235,96498.0
2026-02-03 20:54:51,308,0,332,22,3503.0
2026-02-03 20:54:51,0,0,269,15,2374.0
2026-02-03 20:54:51,0,164,640,316,56146.5
2026-02-03 20:54:51,51,25,589,235,96536.0
2026-02-03 20:54:51,310,0,330,22,3486.0
2026-02-03 20:54:51,0,0,272,15,2378.0
2026-02-03 20:54:51,0,164,640,316,55845.0
2026-02-03 20:54:51,51,25,589,235,96220.5
2026-02-03 20:54:51,282,0,358,22,3631.5
2026-02-03 20:54:51,0,0,272,15,2402.5
2026-02-03 20:54:51,0,161,640,319,54230.0
2026-02-03 20:54:51,51,22,589,237,96431.0
2026-02-03 20:54:51,420,0,220,18,1667.5
2026-02-03 20:54:51,0,0,180,8,813.0
2026-02-03 20:54:51,0,161,640,319,53707.0
2026-02-03 20:54:51,51,22,589,237,96410.5
2026-02-03 20:54:51,420,0,220,18,1665.5
2026-02-03 20:54:51,0,0,180,8,813.0
2026-02-03 20:54:51,0,161,640,319,53466.5
2026-02-03 20:54:51,51,22,589,237,96268.5
2026-02-03 20:54:51,420,0,220,18,1711.5
2026-02-03 20:54:51,0,0,180,8,816.0
2026-02-03 20:54:51,0,168,640,312,53602.5
2026-02-03 20:54:51,0,155,35,39,822.5
2026-02-03 20:54:51,61,146,67,35,991.0
2026-02-03 20:54:51,50,16,590,238,96897.0
2026-02-03 20:54:51,443,0,197,14,1413.0
2026-02-03 20:54:51,0,168,640,312,53250.0
2026-02-03 20:54:51,0,155,35,39,824.5
2026-02-03 20:54:51,61,146,67,35,998.0
2026-02-03 20:54:51,50,16,590,238,97006.5
2026-02-03 20:54:51,443,0,197,14,1411.0
2026-02-03 20:54:51,0,168,640,312,48970.5
2026-02-03 20:54:51,0,155,35,39,827.5
2026-02-03 20:54:51,61,146,67,35,998.0
2026-02-03 20:54:51,50,16,590,238,96913.0
2026-02-03 20:54:51,443,0,197,14,1415.0
2026-02-03 20:54:51,0,357,62,123,1520.5
2026-02-03 20:54:51,0,153,640,327,48232.0
2026-02-03 20:54:51,50,13,590,242,96460.0
2026-02-03 20:54:51,0,153,640,327,49398.5
2026-02-03 20:54:51,50,13,590,242,95634.0
2026-02-03 20:54:51,0,357,62,123,1632.5
2026-02-03 20:54:51,0,153,640,327,47338.0
2026-02-03 20:54:51,50,13,590,242,95215.5
2026-02-03 20:54:52,0,353,55,124,1276.5
2026-02-03 20:54:52,0,0,640,480,151119.0
2026-02-03 20:54:52,0,0,640,480,152240.5
2026-02-03 20:54:52,0,0,640,480,151605.5
2026-02-03 20:54:52,521,405,51,68,1092.5
2026-02-03 20:54:52,238,277,305,203,18905.5
2026-02-03 20:54:52,0,0,640,401,164420.5
2026-02-03 20:54:52,522,405,50,68,1056.5
2026-02-03 20:54:52,238,277,308,203,18559.5
2026-02-03 20:54:52,0,0,640,401,164642.5
2026-02-03 20:54:52,522,405,50,68,916.0
2026-02-03 20:54:52,238,277,308,203,18556.5
2026-02-03 20:54:52,0,0,640,401,164565.0
2026-02-03 20:54:52,0,0,640,480,166367.5
2026-02-03 20:54:52,0,0,640,480,166466.0
2026-02-03 20:54:52,0,0,640,480,166344.0
2026-02-03 20:54:52,225,260,301,220,21232.5
2026-02-03 20:54:52,0,0,640,394,150997.5
2026-02-03 20:54:52,225,260,309,220,21150.5
2026-02-03 20:54:52,0,0,640,394,151230.5
2026-02-03 20:54:52,225,260,301,220,21035.5
2026-02-03 20:54:52,0,0,640,394,120289.5
2026-02-03 20:54:52,222,274,326,206,33178.0
2026-02-03 20:54:52,588,0,52,60,2265.5
2026-02-03 20:54:52,0,0,640,377,134623.0
2026-02-03 20:54:52,222,274,326,206,33176.5
2026-02-03 20:54:52,588,0,52,60,2251.0
2026-02-03 20:54:52,0,0,640,377,134416.0
2026-02-03 20:54:52,222,274,326,206,33117.0
2026-02-03 20:54:52,588,0,52,60,2269.0
2026-02-03 20:54:52,0,0,640,377,134672.0
2026-02-03 20:54:52,164,212,71,45,1187.5
2026-02-03 20:54:52,0,120,136,103,3946.0
2026-02-03 20:54:52,0,0,640,450,159165.0
2026-02-03 20:54:52,164,212,71,45,1200.0
2026-02-03 20:54:52,0,120,136,103,3946.0
2026-02-03 20:54:52,0,0,640,450,159529.5
2026-02-03 20:54:52,164,212,71,45,1203.5
2026-02-03 20:54:52,0,120,136,103,3946.0
2026-02-03 20:54:52,0,0,640,450,159596.0
2026-02-03 20:54:52,495,384,75,52,1133.0
2026-02-03 20:54:52,0,0,640,412,135236.0
2026-02-03 20:54:52,0,0,26,43,925.5
2026-02-03 20:54:52,495,384,75,52,1133.0
2026-02-03 20:54:52,0,0,640,412,135464.5
2026-02-03 20:54:52,0,0,26,43,925.5
2026-02-03 20:54:52,495,384,75,52,1133.0
2026-02-03 20:54:52,0,0,640,412,135615.5
2026-02-03 20:54:52,0,0,26,43,925.5
2026-02-03 20:54:52,14,101,127,53,2001.5
2026-02-03 20:54:52,72,0,568,342,111111.5
2026-02-03 20:54:52,14,101,127,53,1994.5
2026-02-03 20:54:52,72,0,568,342,111468.5
2026-02-03 20:54:52,14,101,127,53,2016.0
2026-02-03 20:54:52,72,0,568,342,111373.5
2026-02-03 20:54:52,0,462,640,18,6192.5
2026-02-03 20:54:52,600,202,40,83,1681.5
2026-02-03 20:54:52,78,98,72,59,1747.0
2026-02-03 20:54:52,71,0,569,323,96458.5
2026-02-03 20:54:52,0,462,640,18,6215.5
2026-02-03 20:54:52,603,202,37,84,1656.5
2026-02-03 20:54:52,78,98,72,59,1724.0
2026-02-03 20:54:52,71,0,569,323,96358.0
2026-02-03 20:54:52,0,462,640,18,6266.5
2026-02-03 20:54:52,603,202,37,84,1651.5
2026-02-03 20:54:52,78,98,72,59,1745.5
2026-02-03 20:54:52,71,0,569,323,96143.0
2026-02-03 20:54:52,0,439,640,41,15306.0
2026-02-03 20:54:52,554,132,86,154,2711.5
2026-02-03 20:54:52,73,89,71,71,2128.5
2026-02-03 20:54:52,0,74,86,30,1062.5
2026-02-03 20:54:52,63,0,577,318,86091.5
2026-02-03 20:54:52,0,439,640,41,15429.0
2026-02-03 20:54:52,73,89,71,71,2128.5
2026-02-03 20:54:52,0,74,86,30,1095.0
2026-02-03 20:54:52,63,0,577,318,89174.0
2026-02-03 20:54:52,0,439,640,41,15433.5
2026-02-03 20:54:52,73,99,71,61,1920.5
2026-02-03 20:54:52,0,74,86,30,1095.0
2026-02-03 20:54:52,63,0,577,318,89139.0
2026-02-03 20:54:52,487,427,153,53,3799.5
2026-02-03 20:54:52,0,422,519,58,19745.0
2026-02-03 20:54:52,75,114,68,43,1278.0
2026-02-03 20:54:52,73,0,567,338,88412.5
2026-02-03 20:54:53,487,427,153,53,3808.5
2026-02-03 20:54:53,0,422,519,58,19715.5
2026-02-03 20:54:53,75,114,68,43,1273.0
2026-02-03 20:54:53,73,0,567,338,88454.5
2026-02-03 20:54:53,487,427,153,53,3809.5
2026-02-03 20:54:53,0,422,512,58,19622.5
2026-02-03 20:54:53,75,114,68,43,1225.0
2026-02-03 20:54:53,73,0,567,338,88360.5
2026-02-03 20:54:53,0,422,512,58,23259.5
2026-02-03 20:54:53,508,403,132,77,4733.5
2026-02-03 20:54:53,65,0,575,376,87914.0
2026-02-03 20:54:53,0,422,514,58,23252.0
2026-02-03 20:54:53,542,405,98,75,4053.5
2026-02-03 20:54:53,65,0,575,376,88540.5
2026-02-03 20:54:53,0,422,512,58,23245.5
2026-02-03 20:54:53,542,405,98,75,4078.5
2026-02-03 20:54:53,65,0,575,376,88320.0
2026-02-03 20:54:53,0,418,512,62,25366.5
2026-02-03 20:54:53,444,381,79,35,1297.5
2026-02-03 20:54:53,54,0,586,480,96329.0
2026-02-03 20:54:53,0,418,527,62,25427.0
2026-02-03 20:54:53,444,381,79,35,1289.5
2026-02-03 20:54:53,54,0,586,480,96290.0
2026-02-03 20:54:53,3,418,509,62,25332.5
2026-02-03 20:54:53,444,381,77,35,1219.5
2026-02-03 20:54:53,56,0,584,480,95672.0
2026-02-03 20:54:53,3,404,509,76,26904.5
2026-02-03 20:54:53,438,381,70,30,1090.0
2026-02-03 20:54:53,521,177,119,303,15864.0
2026-02-03 20:54:53,45,0,595,313,84835.5
2026-02-03 20:54:53,5,404,509,76,26873.5
2026-02-03 20:54:53,438,381,69,30,1043.0
2026-02-03 20:54:53,521,171,119,309,15788.5
2026-02-03 20:54:53,45,0,595,289,85078.0
2026-02-03 20:54:53,0,404,514,76,26896.5
2026-02-03 20:54:53,438,381,69,30,925.0
2026-02-03 20:54:53,521,171,119,309,15684.5
2026-02-03 20:54:53,45,0,595,301,84406.5
2026-02-03 20:54:53,0,409,512,71,29006.0
2026-02-03 20:54:53,415,379,93,30,1364.5
2026-02-03 20:54:53,42,0,598,480,97593.0
2026-02-03 20:54:53,5,410,509,70,28971.0
2026-02-03 20:54:53,415,379,91,30,1321.5
2026-02-03 20:54:53,42,0,598,480,96746.5
2026-02-03 20:54:53,0,410,514,70,28975.0
2026-02-03 20:54:53,416,379,72,30,1040.5
2026-02-03 20:54:53,42,0,598,480,95396.5
2026-02-03 20:54:53,5,410,509,70,29128.5
2026-02-03 20:54:53,408,377,80,31,998.0
2026-02-03 20:54:53,44,0,596,480,93969.0
2026-02-03 20:54:53,5,410,509,70,29131.5
2026-02-03 20:54:53,408,377,80,31,944.0
2026-02-03 20:54:53,44,0,596,480,93239.5
2026-02-03 20:54:53,5,410,509,70,29114.5
2026-02-03 20:54:53,44,0,596,480,92212.0
2026-02-03 20:54:53,2,411,510,69,28966.0
2026-02-03 20:54:53,527,181,113,299,12854.0
2026-02-03 20:54:53,147,105,263,181,25527.5
2026-02-03 20:54:53,55,0,585,182,47450.0
2026-02-03 20:54:53,5,411,507,69,28936.0
2026-02-03 20:54:53,147,105,263,181,25154.0
2026-02-03 20:54:53,55,0,585,480,59782.0
2026-02-03 20:54:53,6,411,506,69,28857.0
2026-02-03 20:54:53,527,181,113,299,12455.5
2026-02-03 20:54:53,147,105,263,181,25186.0
2026-02-03 20:54:53,55,0,585,182,46520.0
2026-02-03 20:54:53,6,412,506,68,28725.0
2026-02-03 20:54:53,526,182,114,298,13114.0
2026-02-03 20:54:53,149,107,261,180,24817.5
2026-02-03 20:54:53,59,0,581,182,46264.5
2026-02-03 20:54:53,6,412,506,68,28764.0
2026-02-03 20:54:53,149,110,56,39,815.0
2026-02-03 20:54:53,170,107,240,180,23464.5
2026-02-03 20:54:53,59,0,581,480,58953.0
2026-02-03 20:54:53,6,412,506,68,28725.0
2026-02-03 20:54:53,170,107,240,180,23156.0
2026-02-03 20:54:53,59,0,581,480,58753.0
2026-02-03 20:54:53,6,414,506,66,27826.5
2026-02-03 20:54:53,526,183,114,297,12640.0
2026-02-03 20:54:53,172,115,235,177,23680.5
2026-02-03 20:54:53,59,0,581,180,46015.0
2026-02-03 20:54:53,6,414,506,66,27765.0
2026-02-03 20:54:53,526,183,114,297,12421.5
2026-02-03 20:54:53,172,128,235,164,23572.5
2026-02-03 20:54:53,59,0,581,181,46031.0
2026-02-03 20:54:53,6,415,506,65,27692.0
2026-02-03 20:54:53,526,183,114,297,12203.5
2026-02-03 20:54:53,172,128,235,164,23430.5
2026-02-03 20:54:53,59,0,581,181,46195.5
2026-02-03 20:54:53,6,419,504,61,24019.5
2026-02-03 20:54:53,179,134,229,177,24296.5
2026-02-03 20:54:53,65,0,575,480,66098.0
2026-02-03 20:54:53,7,419,505,61,24071.5
2026-02-03 20:54:53,179,138,229,173,24107.5
2026-02-03 20:54:53,65,0,575,480,65118.0
2026-02-03 20:54:53,6,419,506,61,23972.5
2026-02-03 20:54:53,179,138,229,171,23941.5
2026-02-03 20:54:53,65,0,575,480,64462.0
2026-02-03 20:54:54,6,444,504,36,11760.0
2026-02-03 20:54:54,178,138,221,182,25918.0
2026-02-03 20:54:54,62,0,578,480,80654.5
2026-02-03 20:54:54,7,444,500,36,12074.5
2026-02-03 20:54:54,178,138,228,182,26104.0
2026-02-03 20:54:54,53,0,587,480,80384.0
2026-02-03 20:54:54,7,444,503,36,12778.0
2026-02-03 20:54:54,178,138,221,182,25593.5
2026-02-03 20:54:54,62,0,578,480,79801.0
2026-02-03 20:54:54,7,446,503,34,10878.5
2026-02-03 20:54:54,156,141,241,182,25881.0
2026-02-03 20:54:54,593,131,47,89,2179.0
2026-02-03 20:54:54,87,95,553,385,23740.0
2026-02-03 20:54:54,47,0,593,124,47792.5
2026-02-03 20:54:54,7,446,500,34,10756.0
2026-02-03 20:54:54,156,141,241,182,25872.5
2026-02-03 20:54:54,593,131,47,89,2177.0
2026-02-03 20:54:54,87,95,553,385,23159.5
2026-02-03 20:54:54,47,0,593,124,47819.5
2026-02-03 20:54:54,9,446,501,34,10718.5
2026-02-03 20:54:54,156,141,241,182,25942.0
2026-02-03 20:54:54,593,131,47,89,2177.0
2026-02-03 20:54:54,87,95,553,385,22954.0
2026-02-03 20:54:54,47,0,593,124,47903.5
2026-02-03 20:54:54,9,447,501,33,10593.0
2026-02-03 20:54:54,197,152,46,34,819.5
2026-02-03 20:54:54,167,145,228,178,23275.5
2026-02-03 20:54:54,592,130,48,92,2444.0
2026-02-03 20:54:54,104,95,536,385,23690.0
2026-02-03 20:54:54,47,0,593,123,47362.5
2026-02-03 20:54:54,9,447,501,33,10512.0
2026-02-03 20:54:54,197,152,46,34,816.5
2026-02-03 20:54:54,167,145,228,178,23197.5
2026-02-03 20:54:54,592,130,48,92,2469.5
2026-02-03 20:54:54,203,95,437,385,22042.5
2026-02-03 20:54:54,104,95,100,38,1501.5
2026-02-03 20:54:54,47,0,593,101,46862.0
2026-02-03 20:54:54,14,447,493,33,10421.0
